report_pid,title,report_start_time,report_end_time,open_file_date,type,report_owner,commodity
cr092825,"EPM 15909, GUNPOWDER SOUTH, ANNUAL REPORT FOR PERIOD ENDING 7/11/2014",7/11/2013,6/11/2014,7/12/2019,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,copper
cr092850,"EPC 2070, DINGO SOUTH, ANNUAL REPORT FOR PERIOD ENDING 27/7/2015",27/07/2014,26/07/2015,27/08/2020,permit-report-annual,JINDAL STEEL AND POWER AUSTRALIA PTY LTD,coal
cr092851,"EPC 2834, MORPETH PROJECT, ANNUAL REPORT FOR PERIOD ENDING 29/6/2015",29/06/2014,28/06/2015,29/07/2020,permit-report-annual,TENEMENT ADMINISTRATION SERVICES PTY LTD,coal
cr092852,"EPC 1804, YAMALA NORTH, ANNUAL REPORT FOR PERIOD ENDING 26/6/2015",26/06/2014,25/06/2015,26/07/2020,permit-report-annual,STANMORE COAL LTD,coal
cr092853,"EPM 18019, UKALUNDA, ANNUAL REPORT FOR PERIOD ENDING 25/6/2015",25/06/2014,24/06/2015,25/07/2020,permit-report-annual,MAP TO MINE PTY LTD,"silver,baryte,bismuth,copper,lead,antimony,tin,tungsten,zinc"
cr092854,"EPC 841, MOUNT STUART, ANNUAL REPORT FOR PERIOD ENDING 27/6/2015",27/06/2014,26/06/2015,27/07/2020,permit-report-annual,XSTRATA COAL QUEENSLAND PTY LTD,coal
cr092858,"EPM 25117, GRAYS HILL, ANNUAL REPORT FOR PERIOD ENDING 16/7/2015",16/07/2014,15/07/2015,16/08/2020,permit-report-annual,TENEMENT MANAGER,"gold,copper"
cr092859,"EPM 17303, WEIPA BAUXITE CENTRAL 1, ANNUAL REPORT FOR PERIOD ENDING 28/6/2015",28/06/2014,27/06/2015,28/07/2020,permit-report-annual,QUEENSLAND COAL CORPORATION,bauxite
cr092860,"EPM 17310, WEIPA BAUXITE CENTRAL 2, ANNUAL REPORT FOR PERIOD ENDING 28/6/2015",28/06/2014,27/06/2015,28/07/2020,permit-report-annual,QUEENSLAND COAL CORPORATION,bauxite
cr092861,"EPC 1175, BURNETT, ANNUAL REPORT FOR PERIOD ENDING 28/7/2015",28/07/2014,27/07/2015,28/08/2020,permit-report-annual,ENVIRONMENTAL AND LICENSING PROFESSIONALS PTY LTD,"coal,sandstone"
cr092863,"EPC 2093, SOUTH VALERIA, ANNUAL REPORT FOR PERIOD ENDING 22/7/2015",22/07/2014,21/07/2015,22/08/2020,permit-report-annual,CUESTA COAL LTD,coal
cr092864,"EPC 1740, EIGHT MILE CREEK PROJECT, ANNUAL REPORT FOR PERIOD ENDING 28/6/2015",28/06/2014,27/06/2015,28/07/2020,permit-report-annual,QUEENSLAND COAL CORPORATION,coal
cr092865,"EPC 1747, YARRABEE NORTH PROJECT, ANNUAL REPORT FOR PERIOD ENDING 28/6/2015",28/06/2014,27/06/2015,28/07/2020,permit-report-annual,QUEENSLAND COAL CORPORATION,coal
cr092867,"PL 277, QGC WOLEEBEE CREEK 133, WELL COMPLETION REPORT",21/06/2015,23/06/2015,24/06/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr092868,"MDL 135, MORANBAH, ANNUAL REPORT FOR PERIOD ENDING 30/6/2015",30/06/2014,29/06/2015,30/07/2020,permit-report-annual,PEABODY ENERGY AUSTRALIA,coal
cr092869,"MDL 137, WOTONGA, ANNUAL REPORT FOR PERIOD ENDING 30/6/2015",30/06/2014,29/06/2015,30/07/2020,permit-report-annual,PEABODY ENERGY AUSTRALIA,coal
cr092870,"EPC 964, NCA NORTH, ANNUAL REPORT FOR PERIOD ENDING 26/7/2015",26/07/2014,25/07/2015,26/08/2020,permit-report-annual,GLENCORE COAL NEWLANDS,coal
cr092871,"EPM 15996, CONQUEST, ANNUAL REPORT FOR PERIOD ENDING 22/1/2015",22/01/2014,21/01/2015,22/02/2020,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,copper
cr092872,"EPM 17990, ELUSIVE, ANNUAL REPORT FOR PERIOD ENDING 19/3/2015",19/03/2014,18/03/2015,19/04/2020,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,copper
cr092873,"EPM 14371, MOUNT ANGELAY, ANNUAL REPORT FOR PERIOD ENDING 26/6/2015",26/06/2014,25/06/2015,26/07/2020,permit-report-annual,UTM GLOBAL PTY LTD,copper
cr092883,"EPM 18800, SPRING CREEK PROJECT, ANNUAL REPORT FOR PERIOD ENDING 30/6/2015",30/06/2014,29/06/2015,30/07/2020,permit-report-annual,CELCO SOLUTIONS PTY LTD,"gold,copper"
cr092884,"EPM 19010, GYMPIE PROJECT, ANNUAL REPORT FOR PERIOD ENDING 28/6/2015",28/06/2014,27/06/2015,28/07/2020,permit-report-annual,CONSULTANT,gold
cr092885,"MDL 416, BARALABA NORTH, ANNUAL REPORT FOR PERIOD ENDING 31/5/2015",31/05/2014,30/05/2015,1/07/2020,permit-report-annual,COCKATOO COAL LTD,coal
cr092887,"EPM 12229, BIG WATSON, ANNUAL REPORT FOR PERIOD ENDING 22/6/2015",22/06/2014,21/06/2015,22/07/2020,permit-report-annual,CONSULTANT,"gold,antimony"
cr092888,"EPM 18222, ANNUAL REPORT FOR PERIOD ENDING 21/5/2015",21/05/2014,20/05/2015,21/06/2020,permit-report-annual,SOLE TRADER,diatomite
cr092893,"EPM 18713, HIGHWAY REWARD, ANNUAL REPORT FOR PERIOD ENDING 1/7/2015",1/07/2014,30/06/2015,1/08/2020,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,gold
cr092896,"EPC 1666, WARWICK PROJECT, ANNUAL REPORT FOR PERIOD ENDING 14/5/2015",14/05/2014,13/05/2015,14/06/2020,permit-report-annual,UTM GLOBAL PTY LTD,coal
cr092900,"EPC 1580, TENNYSON SOUTH PROJECT, ANNUAL REPORT FOR PERIOD ENDING 2/7/2015",2/07/2014,1/07/2015,2/08/2020,permit-report-annual,STANMORE COAL LTD,coal
cr092904,"EPM 12375, ANNUAL REPORT FOR PERIOD ENDING 9/6/2015",9/06/2014,8/06/2015,9/07/2020,permit-report-annual,AUSTRALIAN MINING AND EXPLORATION TITLE SERVICES PTY LTD,gold
cr092909,"EPC 1908, ECHO CREEK PROJECT, ANNUAL REPORT FOR PERIOD ENDING 28/6/2015",28/06/2014,27/06/2015,28/07/2020,permit-report-annual,QUEENSLAND COAL CORPORATION,coal
cr092913,"PFL 22, ANNUAL REPORT FOR PERIOD ENDING 2/5/2015",2/05/2014,1/05/2015,2/05/2020,petroleum-report-annual,QGC PTY LTD,coal-bed-methane
cr092915,"PL 263, QGC MATILDA-JOHN 214, WELL COMPLETION REPORT",23/06/2015,26/06/2015,27/06/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr092916,"PL 263, QGC MATILDA-JOHN 211, WELL COMPLETION REPORT",19/06/2015,23/06/2015,24/06/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr092917,"PL 263, QGC MATILDA-JOHN 132, WELL COMPLETION REPORT",28/06/2015,2/07/2015,3/07/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr092918,"EPM 13848, NORTHCOTE EXTENDED, ANNUAL REPORT FOR PERIOD ENDING 23/6/2015",23/06/2014,22/06/2015,23/07/2020,permit-report-annual,CONSULTANT,"gold,antimony"
cr092919,"EPM 18083, NORTH PALMER PROJECT, ANNUAL REPORT FOR PERIOD ENDING 26/7/2015",26/07/2014,25/07/2015,26/08/2020,permit-report-annual,PROSPECT HILL MINING AND EXPLORATION PTY LTD,gold
cr092920,"PL 401, PER CAMERON 37, WELL COMPLETION REPORT",22/06/2015,26/06/2015,27/06/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr092922,"PL 276, QGC MAMDAL 128, WELL COMPLETION REPORT",6/07/2015,8/07/2015,9/07/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr092923,"PL 401, QGC CAMERON 225, WELL COMPLETION REPORT",5/07/2015,8/07/2015,9/07/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr092924,"EPM 25277, MOUNT GARNET SOUTH, ANNUAL REPORT FOR PERIOD ENDING 7/4/2015",7/04/2014,6/04/2015,7/05/2020,permit-report-annual,SNOW PEAK MINING,"copper,fluorine,iron,lead,tin,zinc"
cr092925,"EPM 25276, CATERPILLAR, ANNUAL REPORT FOR PERIOD ENDING 7/4/2015",7/04/2014,6/04/2015,7/05/2020,permit-report-annual,SNOW PEAK MINING,"silver,copper,lead,zinc"
cr092926,"MDL 296, DUARINGA OIL SHALE DEPOSIT, ANNUAL REPORT FOR PERIOD ENDING 30/6/2015",30/06/2014,29/06/2015,30/07/2020,permit-report-annual,QUEENSLAND ENERGY RESOURCES LTD,oil-shale
cr092927,"EPC 1651, WARWICK PROJECT, ANNUAL REPORT FOR PERIOD ENDING 29/5/2015",29/05/2014,28/05/2015,29/06/2020,permit-report-annual,UTM GLOBAL PTY LTD,coal
cr092928,"EPC 2786, COOLOOMALA PROJECT, ANNUAL REPORT FOR PERIOD ENDING 2/7/2015",2/07/2014,1/07/2015,2/08/2020,permit-report-annual,NA,coal
cr092929,"EPC 1046, CHINCHILLA WEST, FINAL REPORT FOR PERIOD ENDING 31/7/2015",30/07/2015,30/07/2015,31/07/2015,permit-report-final,LINC ENERGY LTD,coal
cr092930,"EPM 19506, BILOELA PROJECT, ANNUAL REPORT FOR PERIOD ENDING 1/7/2015",1/07/2014,30/06/2015,1/08/2020,permit-report-annual,SIGNATURE GOLD LTD,"gold,copper"
cr092931,"EPM 25416, PANDANUS NORTH, ANNUAL REPORT FOR PERIOD ENDING 10/7/2015",10/07/2014,9/07/2015,10/08/2020,permit-report-annual,UTM GLOBAL PTY LTD,"gold,chromite,copper"
cr092932,"EPM 15619, PIONEER GOLD PROJECT, ANNUAL REPORT FOR PERIOD ENDING 1/8/2015",1/08/2014,31/07/2015,1/09/2020,permit-report-annual,GENESIS RESOURCES LTD,gold
cr092933,"EPC 1398, BLACKALL COAL PROJECT, ANNUAL REPORT FOR PERIOD ENDING 28/6/2015",28/06/2014,27/06/2015,28/07/2020,permit-report-annual,EAST ENERGY RESOURCES LTD,NA
cr092934,"EPC 1674, ANNUAL REPORT FOR PERIOD ENDING 29/6/2015",29/06/2014,28/06/2015,29/07/2020,permit-report-annual,GUILDFORD COAL,coal
cr092935,"EPC 2256, WEST ROLLESTON PROJECT, ANNUAL REPORT FOR PERIOD ENDING 26/6/2015",26/06/2014,25/06/2015,26/07/2020,permit-report-annual,GUILDFORD COAL,coal
cr092938,"EPM 19823, CONQUEST 2, ANNUAL REPORT FOR PERIOD ENDING 6/4/2015",6/04/2014,5/04/2015,6/05/2020,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,copper
cr092940,"EPM 25180, AMPHITHEATRE 2, ANNUAL REPORT FOR PERIOD ENDING 6/4/2015",6/04/2014,5/04/2015,6/05/2020,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,copper
cr092941,"EPM 15678, AMPHITHEATRE, ANNUAL REPORT FOR PERIOD ENDING 21/4/2015",21/04/2014,20/04/2015,21/05/2020,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,copper
cr092942,"EPM 16050, WOLFRAM CAMP SOUTH, ANNUAL REPORT FOR PERIOD ENDING 18/6/2015",18/06/2014,17/06/2015,18/07/2020,permit-report-annual,UTM GLOBAL PTY LTD,"molybdenum,tungsten"
cr092943,"EPM 14028, BAMFORD HILL, ANNUAL REPORT FOR PERIOD ENDING 9/6/2015",9/06/2014,8/06/2015,9/07/2020,permit-report-annual,UTM GLOBAL PTY LTD,"bismuth,molybdenum,tungsten"
cr092944,"EPM 25429, CONSTANCE RANGE, ANNUAL REPORT FOR PERIOD ENDING 24/6/2015",24/06/2014,23/06/2015,24/07/2020,permit-report-annual,TERRA SEARCH PTY LTD,iron
cr092945,"EPC 858, NEBO SOUTH, ANNUAL REPORT FOR PERIOD ENDING 26/7/2015",26/07/2014,25/07/2015,26/08/2020,permit-report-annual,VALE AUSTRALIA PTY LTD,coal
cr092947,"EPM 19164, GLENCOE, ANNUAL/FINAL REPORT FOR PERIOD ENDING 31/7/2015",30/07/2015,30/07/2015,31/07/2015,permit-report-final,UTM GLOBAL PTY LTD,"gold,copper,nickel"
cr092948,"EPM 25115, GLENCOE WEST, FINAL REPORT FOR PERIOD ENDING 31/7/2015",30/07/2015,30/07/2015,31/07/2015,permit-report-final,UTM GLOBAL PTY LTD,"gold,copper,titanium"
cr092950,"EPM 14281, YAMAMILLA, ANNUAL REPORT FOR PERIOD ENDING 6/7/2015",6/07/2014,5/07/2015,6/08/2020,permit-report-annual,GJM MINING TITLE SERVICES,gold
cr092951,"EPM 17165, QUAMBY, ANNUAL REPORT FOR PERIOD ENDING 22/7/2015",22/07/2014,21/07/2015,22/08/2020,permit-report-annual,CST MINERALS LADY ANNIE PTY LTD,gold
cr092952,"EPM 25342, TEN MILE CREEK, ANNUAL REPORT FOR PERIOD ENDING 7/7/2015",7/07/2014,6/07/2015,7/08/2020,permit-report-annual,NA,gold
cr092953,"EPM 19459, GUNNAWARRA DOLOMITE PROJECT, ANNUAL REPORT FOR PERIOD ENDING 26/9/2014",26/09/2013,25/09/2014,26/10/2019,permit-report-annual,COLIN ROBINSON CONSULTING,dolomite
cr092956,"EPC 2035, BEE CREEK, FINAL REPORT FOR PERIOD ENDING 23/7/2015",22/07/2015,22/07/2015,23/07/2015,permit-report-final,UTM GLOBAL PTY LTD,coal
cr092957,"EPM 25410, BOWTHORN EXTENDED, ANNUAL REPORT FOR PERIOD ENDING 28/5/2015",28/05/2014,27/05/2015,28/06/2020,permit-report-annual,UTM GLOBAL PTY LTD,"cobalt,copper"
cr092958,"EPM 17300, WAVERLY NORTH, ANNUAL REPORT FOR PERIOD ENDING 5/7/2015",5/07/2014,4/07/2015,5/08/2020,permit-report-annual,ENVIRONMENTAL AND LICENSING PROFESSIONALS PTY LTD,"gold,copper,diamond,granite"
cr092960,"EPM 18596, MOONFORD IRON ORE PROJECT, ANNUAL/FINAL REPORT FOR PERIOD ENDING 30/7/2015",29/07/2015,29/07/2015,30/07/2015,permit-report-final,KASTELLCO GEOLOGICAL CONSULTANCY AND TENEMENT MANAGEMENT,iron
cr092961,"EPC 1981, MOUNT GOTTHARDT, ANNUAL REPORT FOR PERIOD ENDING 1/8/2015",1/08/2014,31/07/2015,1/09/2020,permit-report-annual,RIO TINTO,coal
cr092962,"EPM 17216, WESTONIA 4, ANNUAL REPORT FOR PERIOD ENDING 28/6/2015",28/06/2014,27/06/2015,28/07/2020,permit-report-annual,UTM GLOBAL PTY LTD,"gold,copper"
cr092963,"EPM 25132, LIONTOWN 1, ANNUAL REPORT FOR PERIOD ENDING 24/11/2014",24/11/2013,23/11/2014,24/12/2019,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,gold
cr092964,"EPM 25133, LIONTOWN 2, ANNUAL REPORT FOR PERIOD ENDING 27/11/2014",27/11/2013,26/11/2014,27/12/2019,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,gold
cr092965,"EPM 25388, ALTIA PROJECT, ANNUAL REPORT FOR PERIOD ENDING 6/7/2015",6/07/2014,5/07/2015,6/08/2020,permit-report-annual,SANDFIRE RESOURCES NL,"silver,gold,copper,lead,zinc"
cr092966,"EPM 11897 (MAY DOWNS NORTH), 11898 (MAY DOWNS SOUTH), COMBINED ANNUAL REPORT FOR PERIOD ENDING 6/7/2015",6/07/2014,5/07/2015,6/08/2020,permit-report-annual,ENVIRONMENTAL AND LICENSING PROFESSIONALS PTY LTD,"gold,copper"
cr092967,"EPC 2825, BEE CREEK, ANNUAL REPORT FOR PERIOD ENDING 6/8/2015",6/08/2014,5/08/2015,6/09/2020,permit-report-annual,U&D MINING INDUSTRY AUSTRALIA PTY LTD,coal
cr092968,"PL 263, QGC MATILDA-JOHN 202, WELL COMPLETION REPORT",27/06/2015,30/06/2015,1/07/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr092969,"PL 263, QGC MATILDA-JOHN 161, WELL COMPLETION REPORT",5/07/2015,8/07/2015,9/07/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr092971,"PL 263, QGC MATILDA-JOHN 152, WELL COMPLETION REPORT",10/07/2015,14/07/2015,15/07/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr092975,"PL 276, QGC MAMDAL 127, WELL COMPLETION REPORT",3/07/2015,5/07/2015,6/07/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr092993,"EPM 25446, KEVIN DOWNS, BREENA PLAINS PROJECT, ANNUAL REPORT FOR PERIOD ENDING 6/7/2015",6/07/2014,5/07/2015,6/08/2020,permit-report-annual,SANDFIRE RESOURCES NL,"silver,gold,copper,lead,zinc"
cr092994,"EPM 14282, MOUNT CUTHBERT NORTH 2, ANNUAL REPORT FOR PERIOD ENDING 6/7/2015",6/07/2014,5/07/2015,6/08/2020,permit-report-annual,MALACO LEICHHARDT PTY LTD,copper
cr092995,"EPM 25447, BREENA PLAINS PROJECT, ANNUAL REPORT FOR PERIOD ENDING 6/7/2015",6/07/2014,5/07/2015,6/08/2020,permit-report-annual,SANDFIRE RESOURCES NL,"silver,gold,copper,lead,zinc"
cr092997,"EPC 918, JIMBOUR EAST, ANNUAL REPORT FOR PERIOD ENDING 26/7/2015",26/07/2014,25/07/2015,26/08/2020,permit-report-annual,NEW HOPE CORPORATION LTD,coal
cr092998,"EPM 12653, MOUNT ANNABLE, ANNUAL REPORT FOR PERIOD ENDING 8/7/2015",8/07/2014,7/07/2015,8/08/2020,permit-report-annual,ENVIRONMENTAL AND LICENSING PROFESSIONALS PTY LTD,"granite,sandstone"
cr092999,"EPM 25164, RICHMOND SOUTH, RICHMOND OIL SHALE VANADIUM AND MOLYBDENUM PROJECT, ANNUAL REPORT FOR PERIOD ENDING 25/6/2015",25/06/2014,24/06/2015,25/07/2020,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,"molybdenum,oil-shale"
cr093000,"EPM 14366, BUSHY PARK, ANNUAL REPORT FOR PERIOD ENDING 20/7/2015",20/07/2014,19/07/2015,20/08/2020,permit-report-annual,SYNDICATED METALS LTD,NA
cr093003,"EPM 15067, MOUNT CASSIDY, ANNUAL REPORT FOR PERIOD ENDING 11/7/2015",11/07/2014,10/07/2015,11/08/2020,permit-report-annual,SIGNATURE GOLD LTD,"gold,copper"
cr093011,"EPM 18637, KING SOLOMON, ANNUAL REPORT FOR PERIOD ENDING 16/8/2014",16/08/2013,15/08/2014,16/09/2019,permit-report-annual,ACTIVEX LTD,"silver,gold,copper,molybdenum"
cr093013,"EPC 796, HORSE CREEK, ANNUAL REPORT FOR PERIOD ENDING 3/6/2015",3/06/2014,2/06/2015,3/07/2020,permit-report-annual,COCKATOO COAL LTD,coal
cr093020,"EPC 995, DAWSON VALE, ANNUAL/FINAL REPORT FOR PERIOD ENDING 20/7/2015",19/07/2015,19/07/2015,20/07/2015,permit-report-final,AQUILA RESOURCES LTD,coal
cr093021,"MDL 403, WASHPOOL, ANNUAL REPORT FOR PERIOD ENDING 31/8/2015",31/08/2014,30/08/2015,1/10/2020,permit-report-annual,AQUILA RESOURCES LTD,coal
cr093022,"MDL 518, TALWOOD, ANNUAL REPORT FOR PERIOD ENDING 31/7/2015",31/07/2014,30/07/2015,31/08/2020,permit-report-annual,AQUILA RESOURCES LTD,coal
cr093026,"EPC 1041, HORSE CREEK, ANNUAL REPORT FOR PERIOD ENDING 12/6/2015",12/06/2014,11/06/2015,12/07/2020,permit-report-annual,COCKATOO COAL LTD,coal
cr093028,"EPM 15452, ANNUAL REPORT FOR PERIOD ENDING 27/2/2014",27/02/2013,26/02/2014,27/03/2019,permit-report-annual,DOVER CASTLE METALS,"silver,lead,zinc"
cr093029,"EPM 19182, ANNUAL REPORT FOR PERIOD ENDING 28/5/2015",28/05/2014,27/05/2015,28/06/2020,permit-report-annual,AMETS,gold
cr093030,"EPC 951, BURTON NORTH, ANNUAL REPORT FOR PERIOD ENDING 1/8/2015",1/08/2014,31/07/2015,1/09/2020,permit-report-annual,VALE AUSTRALIA PTY LTD,coal
cr093031,"EPC 2286, DON JUAN, ANNUAL REPORT FOR PERIOD ENDING 30/5/2015",30/05/2014,29/05/2015,30/06/2020,permit-report-annual,UTM GLOBAL PTY LTD,coal
cr093036,"PPL 131, DALBY LATERAL GAS PIPELINE, ANNUAL PIPELINE REPORT FOR PERIOD ENDING 23/6/2015",23/06/2014,22/06/2015,23/06/2020,petroleum-report-annual,UNITED PIPELINE PTY LTD,NA
cr093037,"EPM 25667, ANNUAL REPORT FOR PERIOD ENDING 17/8/2015",17/08/2014,16/08/2015,17/09/2020,permit-report-annual,OUTBACK OPALS PL,opal
cr093038,"EPM 19553, WESTBANK, ANNUAL REPORT FOR PERIOD ENDING 16/7/2015",16/07/2014,15/07/2015,16/08/2020,permit-report-annual,GLENCORE,"gold,copper"
cr093039,"EPM 12561, FOUNTAIN RANGE, ANNUAL REPORT FOR PERIOD ENDING 9/8/2015",9/08/2014,8/08/2015,9/09/2020,permit-report-annual,GLENCORE,"gold,copper"
cr093040,"EPM 12597, CORELLA RIVER, ANNUAL REPORT FOR PERIOD ENDING 11/8/2015",11/08/2014,10/08/2015,11/09/2020,permit-report-annual,GLENCORE,"gold,copper"
cr093041,"EPM 18634, NIGHTJAR, ANNUAL REPORT FOR PERIOD ENDING 9/8/2015",9/08/2014,8/08/2015,9/09/2020,permit-report-annual,CHINOVA RESOURCES PTY LTD,"silver,gold,copper,molybdenum,lead,phosphate-rock,rhenium,uranium,zinc"
cr093042,"EPM 18401, PARDALOTE, ANNUAL REPORT FOR PERIOD ENDING 27/8/2015",27/08/2014,26/08/2015,27/09/2020,permit-report-annual,CHINOVA RESOURCES PTY LTD,"silver,gold,copper,molybdenum,lead,rhenium,uranium,zinc"
cr093043,"EPM 19363, LITTABELLA PROJECT, ANNUAL REPORT FOR PERIOD ENDING 2/7/2015",2/07/2014,1/07/2015,2/08/2020,permit-report-annual,BK EXPLORATION PTY LTD,gold
cr093044,"EPM 17379, ANNUAL/FINAL REPORT FOR PERIOD ENDING 28/10/2014",27/10/2014,27/10/2014,28/10/2014,permit-report-final,CQGEOLOGY,"cobalt,nickel"
cr093049,"EPM 16939, WILD RIVER, ANNUAL REPORT FOR PERIOD ENDING 21/10/2013",21/10/2012,20/10/2013,21/11/2018,permit-report-annual,UTM GLOBAL PTY LTD,copper
cr093050,"EPM 16939, WILD RIVER PROJECT, ANNUAL REPORT FOR PERIOD 21/10/2014",21/10/2013,20/10/2014,21/11/2019,permit-report-annual,UTM GLOBAL PTY LTD,copper
cr093052,"EPM 18180, ANNUAL REPORT FOR PERIOD ENDING 24/8/2014",24/08/2013,23/08/2014,24/09/2019,permit-report-annual,PATERSON MINING PTY LTD,"gold,tin"
cr093053,"EPM 15061, ANNUAL/FINAL REPORT FOR PERIOD ENDING 12/6/2015",11/06/2015,11/06/2015,12/06/2015,permit-report-final,LAGOON CREEK RESOURCES PTY LTD,"gold,uranium"
cr093059,"EPM 19141, BALNAGOWAN PROJECT, FINAL REPORT FOR PERIOD ENDING 13/7/2015",12/07/2015,12/07/2015,13/07/2015,permit-report-final,UTM GLOBAL PTY LTD,gold
cr093060,"EPM 14019, SOUTH MARY KATHLEEN, MARY KATHLEEN JOINT VENTURE PROJECT, ANNUAL REPORT FOR PERIOD ENDING 17/7/2015",17/07/2014,16/07/2015,17/08/2020,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,"gold,copper,uranium"
cr093061,"EPC 2880, BLACKDOWN 5 PROJECT, ANNUAL REPORT FOR PERIOD ENDING 16/7/2015",16/07/2014,15/07/2015,16/08/2020,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,coal
cr093076,"PL 277, QGC MAMDAL 129, WELL COMPLETION REPORT",9/07/2015,12/07/2015,13/07/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr093077,"PL 263, QGC MATILDA-JOHN 121, WELL COMPLETION REPORT",3/07/2015,6/07/2015,7/07/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr093078,"PL 263, QGC MATILDA-JOHN 133, WELL COMPLETION REPORT",6/07/2015,9/07/2015,10/07/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr093079,"EPM 19366, KILDANGA PROJECT, ANNUAL REPORT FOR PERIOD ENDING 8/8/2015",8/08/2014,7/08/2015,8/09/2020,permit-report-annual,NA,"gold,copper,nickel"
cr093080,"PL 263, QGC MATILDA-JOHN 151, WELL COMPLETION REPORT",16/07/2015,19/07/2015,20/07/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr093081,"PL 263, QGC MATILDA-JOHN 141, WELL COMPLETION REPORT",9/07/2015,15/07/2015,16/07/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr093083,"PL 263, QGC MATILDA-JOHN 194, WELL COMPLETION REPORT",26/07/2015,29/07/2015,30/07/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr093085,"PL 498, QGC CAMERON 220, WELL COMPLETION REPORT",19/07/2015,21/07/2015,22/07/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr093086,"PL 401, QGC CAMERON 212, WELL COMPLETION REPORT",9/07/2015,12/07/2015,13/07/2020,well-completion-report,QGC PTY LTD,coal-bed-methane
cr093088,"EPC 1280, LENNOX, ANNUAL REPORT FOR PERIOD ENDING 13/7/2015",13/07/2014,12/07/2015,13/08/2020,permit-report-annual,WARATAH COAL,coal
cr093089,"MDL 324, HILLALONG, ANNUAL REPORT FOR PERIOD ENDING 30/6/2015",30/06/2014,29/06/2015,30/07/2020,permit-report-annual,UTM GLOBAL PTY LTD,coal
cr093090,"EPC 1284, EASTMERE CREEK, ANNUAL REPORT FOR PERIOD ENDING 13/7/2015",13/07/2014,12/07/2015,13/08/2020,permit-report-annual,WARATAH COAL,coal
cr093091,"EPM 18171, MCLEOD PROJECT, ANNUAL REPORT FOR PERIOD ENDING 19/7/2015",19/07/2014,18/07/2015,19/08/2020,permit-report-annual,VITAL METALS LTD,"gold,tin,tungsten"
cr093092,"EPC 1285, ALICE RIVER, ANNUAL REPORT FOR PERIOD ENDING 13/7/2015",13/07/2014,12/07/2015,13/08/2020,permit-report-annual,WARATAH COAL,coal
cr093093,"EPC 1286, JORDAN CREEK, ANNUAL REPORT FOR PERIOD ENDING 13/7/2015",13/07/2014,12/07/2015,13/08/2020,permit-report-annual,WARATAH COAL,coal
cr093094,"EPM 18172, DRY CREEK PROJECT, ANNUAL REPORT FOR PERIOD ENDING 12/7/2015",12/07/2014,11/07/2015,12/08/2020,permit-report-annual,UTM GLOBAL PTY LTD,gold
cr093095,"MDL 293, MAIDENWELL DIATOMITE, ANNUAL REPORT FOR PERIOD ENDING 28/2/2015",28/02/2014,27/02/2015,28/03/2020,permit-report-annual,UTM GLOBAL PTY LTD,diatomite
cr093096,"EPC 1287, LAKE GALILEE, ANNUAL REPORT FOR PERIOD ENDING 13/7/2015",13/07/2014,12/07/2015,13/08/2020,permit-report-annual,WARATAH COAL,coal
cr093097,"EPC 1288, CLARKE CREEK, ANNUAL REPORT FOR PERIOD ENDING 13/7/2015",13/07/2014,12/07/2015,13/08/2020,permit-report-annual,WARATAH COAL,coal
cr093098,"EPC 1289, GEORGE DAM, ANNUAL REPORT FOR PERIOD ENDING 13/7/2015",13/07/2014,12/07/2015,13/08/2020,permit-report-annual,WARATAH COAL,coal
